epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
259,752.892,0.17773,0.29615,0.24014,0.79641,0.18902,0.725,0.21985,0.21297,0.18902,0.725,0.21985,0.20176,0.19371,0.50228,7.20355,0.77168,5.19135e-05,5.19135e-05,5.19135e-05
260,755.752,0.17379,0.24426,0.23278,0.79343,0.18158,0.74167,0.21858,0.21203,0.18158,0.74167,0.21858,0.20103,0.19104,0.50308,7.95742,0.7714,4.99297e-05,4.99297e-05,4.99297e-05
261,758.557,0.17269,0.24328,0.21533,0.79217,0.17349,0.74167,0.21997,0.21347,0.17349,0.74167,0.21997,0.20186,0.19058,0.5032,8.23512,0.77118,4.79907e-05,4.79907e-05,4.79907e-05
262,761.355,0.16879,0.25319,0.2818,0.78824,0.17108,0.74167,0.21237,0.20581,0.17108,0.74167,0.21237,0.19387,0.19229,0.504,8.41257,0.77184,4.60967e-05,4.60967e-05,4.60967e-05
263,764.182,0.17672,0.27915,0.22263,0.80002,0.17085,0.74167,0.20833,0.20156,0.17085,0.74167,0.20833,0.19111,0.19279,0.50428,8.37114,0.77238,4.42481e-05,4.42481e-05,4.42481e-05
264,766.968,0.1806,0.25092,0.24873,0.79804,0.17048,0.74167,0.20631,0.19967,0.17048,0.74167,0.20631,0.18938,0.19365,0.50537,8.11156,0.77355,4.24449e-05,4.24449e-05,4.24449e-05
265,769.769,0.17522,0.31088,0.2344,0.80074,0.16868,0.74167,0.2056,0.1991,0.16868,0.74167,0.2056,0.189,0.19247,0.50583,7.98756,0.77343,4.06874e-05,4.06874e-05,4.06874e-05
266,772.569,0.17629,0.23185,0.22982,0.79702,0.17261,0.7625,0.20279,0.19647,0.17261,0.7625,0.20279,0.1865,0.19054,0.50526,7.88619,0.77395,3.89758e-05,3.89758e-05,3.89758e-05
267,775.391,0.16812,0.26832,0.23719,0.79032,0.17157,0.7625,0.20212,0.19624,0.17157,0.7625,0.20212,0.18469,0.19216,0.50571,7.85943,0.77402,3.73103e-05,3.73103e-05,3.73103e-05
268,778.319,0.16965,0.24469,0.22016,0.79927,0.16833,0.77333,0.20253,0.19663,0.16833,0.77333,0.20253,0.18447,0.19317,0.51104,7.71757,0.77417,3.5691e-05,3.5691e-05,3.5691e-05
269,781.957,0.16252,0.25997,0.23252,0.7894,0.16944,0.77292,0.20086,0.19496,0.16944,0.77292,0.20086,0.18249,0.19454,0.51189,7.6134,0.77461,3.41181e-05,3.41181e-05,3.41181e-05
270,784.769,0.16329,0.24387,0.21968,0.78828,0.17424,0.77689,0.21037,0.20432,0.17424,0.77689,0.21037,0.19244,0.19691,0.51052,7.60028,0.77573,3.25919e-05,3.25919e-05,3.25919e-05
271,787.578,0.17259,0.31567,0.19521,0.79937,0.17614,0.77129,0.211,0.20489,0.17614,0.77129,0.211,0.19314,0.19758,0.51075,7.56516,0.77588,3.11124e-05,3.11124e-05,3.11124e-05
272,790.375,0.16398,0.2553,0.22725,0.79053,0.18428,0.7978,0.21758,0.21148,0.18428,0.7978,0.21758,0.19913,0.19846,0.50835,7.52149,0.77563,2.96798e-05,2.96798e-05,2.96798e-05
273,793.175,0.168,0.23913,0.19628,0.79591,0.18658,0.80127,0.21286,0.20672,0.18658,0.80127,0.21286,0.1957,0.19814,0.50634,7.52008,0.77531,2.82943e-05,2.82943e-05,2.82943e-05
274,795.958,0.17176,0.26362,0.21187,0.80838,0.18579,0.79375,0.22459,0.21821,0.18579,0.79375,0.22459,0.20447,0.19659,0.50331,7.55656,0.77464,2.69561e-05,2.69561e-05,2.69561e-05
275,799.306,0.17286,0.26637,0.22512,0.78701,0.18447,0.79375,0.22535,0.21892,0.18447,0.79375,0.22535,0.20502,0.19664,0.50468,7.70704,0.77433,2.56652e-05,2.56652e-05,2.56652e-05
276,802.56,0.17868,0.27008,0.24334,0.80215,0.18414,0.725,0.22355,0.21742,0.18414,0.725,0.22355,0.2034,0.19533,0.50148,8.0498,0.7746,2.44218e-05,2.44218e-05,2.44218e-05
277,805.643,0.17152,0.27157,0.20071,0.80576,0.1865,0.73386,0.22123,0.21521,0.1865,0.73386,0.22123,0.20249,0.19707,0.50217,8.03226,0.77542,2.32262e-05,2.32262e-05,2.32262e-05
278,808.599,0.16198,0.23811,0.19817,0.79761,0.18378,0.725,0.21722,0.21151,0.18378,0.725,0.21722,0.19929,0.1968,0.50217,8.11041,0.77635,2.20783e-05,2.20783e-05,2.20783e-05
279,811.394,0.1748,0.27494,0.23576,0.79735,0.18428,0.725,0.21852,0.21285,0.18428,0.725,0.21852,0.19806,0.19787,0.50262,8.04982,0.77683,2.09783e-05,2.09783e-05,2.09783e-05
280,814.193,0.16348,0.2645,0.21665,0.79452,0.18414,0.725,0.21467,0.20897,0.18414,0.725,0.21467,0.19586,0.1973,0.50159,7.98762,0.77674,1.99264e-05,1.99264e-05,1.99264e-05
281,817.707,0.16641,0.2935,0.20037,0.78857,0.18457,0.73106,0.21493,0.20872,0.18457,0.73106,0.21493,0.197,0.19713,0.50148,7.9225,0.77674,1.89226e-05,1.89226e-05,1.89226e-05
282,821.065,0.16435,0.27187,0.21159,0.79347,0.18228,0.74167,0.21373,0.20795,0.18228,0.74167,0.21373,0.19547,0.19765,0.50171,7.7796,0.77623,1.79671e-05,1.79671e-05,1.79671e-05
283,824.139,0.15817,0.24624,0.22426,0.80019,0.18524,0.76648,0.21304,0.20712,0.18524,0.76648,0.21304,0.19527,0.19894,0.50142,7.69753,0.77617,1.70599e-05,1.70599e-05,1.70599e-05
284,827.107,0.17423,0.28266,0.20875,0.80887,0.18644,0.75298,0.2188,0.21282,0.18644,0.75298,0.2188,0.20079,0.20087,0.50325,7.54177,0.77649,1.62013e-05,1.62013e-05,1.62013e-05
285,829.906,0.16937,0.24888,0.19597,0.79317,0.18313,0.73682,0.21767,0.21156,0.18313,0.73682,0.21767,0.19955,0.20258,0.50451,7.51368,0.77681,1.53912e-05,1.53912e-05,1.53912e-05
286,832.846,0.16955,0.28572,0.20386,0.79452,0.18866,0.76739,0.21873,0.21248,0.18866,0.76739,0.21873,0.20013,0.20375,0.50537,7.55777,0.77641,1.46297e-05,1.46297e-05,1.46297e-05
287,835.773,0.16836,0.26011,0.21787,0.78869,0.18847,0.76347,0.21948,0.21308,0.18847,0.76347,0.21948,0.20097,0.2048,0.50766,7.56782,0.77704,1.3917e-05,1.3917e-05,1.3917e-05
288,839.363,0.15718,0.22808,0.22511,0.78993,0.18257,0.74935,0.21904,0.21268,0.18257,0.74935,0.21904,0.20099,0.20595,0.50938,7.62076,0.77746,1.32531e-05,1.32531e-05,1.32531e-05
289,842.141,0.16966,0.29478,0.22604,0.79923,0.18147,0.75208,0.21805,0.21193,0.18147,0.75208,0.21805,0.20045,0.20603,0.51006,7.73805,0.77765,1.2638e-05,1.2638e-05,1.2638e-05
290,844.947,0.15952,0.25147,0.21708,0.79509,0.17899,0.76897,0.20969,0.20401,0.17899,0.76897,0.20969,0.19226,0.20252,0.50869,8.05692,0.77667,1.2072e-05,1.2072e-05,1.2072e-05
291,848.703,0.13648,0.25513,0.18098,0.78013,0.17744,0.75632,0.2116,0.20598,0.17744,0.75632,0.2116,0.19429,0.19962,0.50829,8.13984,0.77587,1.15549e-05,1.15549e-05,1.15549e-05
292,851.496,0.14248,0.252,0.17691,0.77363,0.1797,0.76446,0.2128,0.20712,0.1797,0.76446,0.2128,0.19512,0.19862,0.50949,8.25419,0.77564,1.10869e-05,1.10869e-05,1.10869e-05
293,854.309,0.14345,0.25495,0.16995,0.77306,0.17663,0.75208,0.21542,0.20972,0.17663,0.75208,0.21542,0.19765,0.19906,0.51121,8.23792,0.77581,1.06681e-05,1.06681e-05,1.06681e-05
294,857.176,0.14376,0.24798,0.18948,0.76599,0.17922,0.76879,0.21732,0.21161,0.17922,0.76879,0.21732,0.20037,0.19751,0.51327,8.29336,0.77525,1.02984e-05,1.02984e-05,1.02984e-05
295,859.983,0.13819,0.2332,0.17464,0.76911,0.17931,0.77601,0.21565,0.20994,0.17931,0.77601,0.21565,0.19772,0.1973,0.51361,8.30282,0.77483,9.97788e-06,9.97788e-06,9.97788e-06
296,862.757,0.13773,0.25288,0.18635,0.77872,0.18023,0.77636,0.21395,0.20772,0.18023,0.77636,0.21395,0.1954,0.19792,0.5151,8.1762,0.77517,9.70665e-06,9.70665e-06,9.70665e-06
297,865.583,0.1362,0.22276,0.16601,0.76746,0.18287,0.77292,0.21332,0.2068,0.18287,0.77292,0.21332,0.19454,0.19894,0.51573,8.11592,0.77524,9.48469e-06,9.48469e-06,9.48469e-06
298,868.365,0.14208,0.2734,0.17813,0.77717,0.18726,0.7724,0.21779,0.21113,0.18726,0.7724,0.21779,0.19865,0.20032,0.51727,7.99315,0.77581,9.31203e-06,9.31203e-06,9.31203e-06
299,871.353,0.12964,0.25642,0.19797,0.76189,0.18757,0.76884,0.21605,0.20937,0.18757,0.76884,0.21605,0.1971,0.19964,0.51727,7.95437,0.77584,9.18868e-06,9.18868e-06,9.18868e-06
300,874.162,0.13947,0.2415,0.1807,0.76916,0.18365,0.78333,0.2204,0.21379,0.18365,0.78333,0.2204,0.20083,0.2008,0.5179,7.94416,0.77574,9.11467e-06,9.11467e-06,9.11467e-06
